id,tweet,emotion,clean,Tweet_len,hashtags,n_htags,word_count,ev_emoji,stopwords,stem,polarity
1255342282863251456,"I have so much fun doing this Corona getaway @ Haverhill, Massachusetts https://t.co/fNGm2FyrjU",0.3,i have so much fun doing this corona getaway   haverhill massachusetts,95,set(),0,13,0,much fun corona getaway haverhill massachusetts,much fun thi corona getaway haverhil massachusett,1
1255342513545711617,"Keeping My Drip Up And Vibe Going By Covering Up in Styles And Not Let This Damn Corona Shit Stress Me Da Fuck Out Or Stop Me From Being Who I Know How To Be Best, Which is Me Being Me An Keeping My Positive Spirit… https://t.co/8tfMofjKjY",0.1568181818181818,keeping my drip up and vibe going by covering up in styles and not let this damn corona shit stress me da fuck out or stop me from being who i know how to be best which is me being me an keeping my positive spirit ,239,set(),0,47,0,keeping drip vibe going covering styles let damn corona shit stress fuck stop know best keeping positive spirit,keep drip vibe go cover style let thi damn corona shit stress da fuck stop know best keep posit spirit,1
1255344162393686017,"For sale Super clean FORD MUSTANG 2016 with original duty for just 10m 
📞08034534834
#Capital__Cars 
.
.
.
.
#stayhome #staysafe #covid #covid19 #IsReal @ Abuja, Nigeria https://t.co/zJZZgjqMuI",0.3583333333333333,for sale super clean ford mustang 2016 with original duty for just 10m  08034534834  capital  cars  stayhome  staysafe  covid  covid19  isreal   abuja nigeria,193,"{'stayhome', 'staysafe', 'IsReal', 'covid19', 'Capital__Cars', 'covid'}",6,28,0,super clean ford mustang 2016 original duty 10m 08034534834 capital cars stayhome staysafe covid covid19 isreal abuja nigeria,sale super clean ford mustang 2016 origin duti 10m 08034534834 capit car stayhom staysaf covid covid 19 isreal abuja nigeria,1
1255344313439064064,"Fighting Stigma — For Japanese, stigma of the sick is a much greater fear than the coronavirus itself: For Japanese, stigma of the sick is a much greater fear than the coronavirus itself. Those suspected of having Covid-19 are shunned and harassed, ... https://t.co/DzdzUoayq1",-0.07142857142857144,fighting stigma   for japanese stigma of the sick is a much greater fear than the coronavirus itself  for japanese stigma of the sick is a much greater fear than the coronavirus itself those suspected of having covid 19 are shunned and harassed,276,set(),0,44,0,fighting stigma japanese stigma sick much greater fear coronavirus japanese stigma sick much greater fear coronavirus suspected covid 19 shunned harassed,fight stigma japanes stigma sick much greater fear coronaviru japanes stigma sick much greater fear coronaviru suspect covid 19 shun harass,-1
1255344316882567169,"Fighting Stigma: Coronavirus Ireland: Widely shared Whatsapp message claiming lockdown measures to be lifted ...: The webpage screenshot, which states it is from the Department of Health and Department of An Taoiseach, and has been widely shared on ... https://t.co/jHgOExlhE3",-0.1,fighting stigma  coronavirus ireland  widely shared whatsapp message claiming lockdown measures to be lifted   the webpage screenshot which states it is from the department of health and department of an taoiseach and has been widely shared on,276,set(),0,40,0,fighting stigma coronavirus ireland widely shared whatsapp message claiming lockdown measures lifted webpage screenshot states department health department taoiseach widely shared,fight stigma coronaviru ireland wide share whatsapp messag claim lockdown measur lift webpag screenshot state depart health depart taoiseach ha wide share,-1
1255344317608218626,"Fighting Stigma — Covid-19 stigma: Former patient opens up on trauma after abuse on social media: Commenting on the stigma attached to Covid-19, psychologist Dr Wong Kok Fye said when patients are discriminated against and subject to abuse in ... https://t.co/lyFVS0k93u",-0.04444444444444445,fighting stigma   covid 19 stigma  former patient opens up on trauma after abuse on social media  commenting on the stigma attached to covid 19 psychologist dr wong kok fye said when patients are discriminated against and subject to abuse in,270,set(),0,41,0,fighting stigma covid 19 stigma former patient opens trauma abuse social media commenting stigma attached covid 19 psychologist dr fye said patients discriminated subject abuse,fight stigma covid 19 stigma former patient open trauma abus social media comment stigma attach covid 19 psychologist dr wong kok fye said patient discrimin subject abus,-1
1255344319768248321,"Fighting Stigma: Coronavirus UPDATE: 59 deaths; 229 cases, 'No medical evidence' to end restrictions: The Department of Health has confirmed a further 58 people diagnosed with COVID-19 in Ireland have died -17 of those are lab-related. It now brings ... https://t.co/5geWba38Gw",0.13333333333333333,fighting stigma  coronavirus update  59 deaths  229 cases 'no medical evidence' to end restrictions  the department of health has confirmed a further 58 people diagnosed with covid 19 in ireland have died 17 of those are lab related it now brings,277,set(),0,41,0,fighting stigma coronavirus update 59 deaths 229 cases 'no medical evidence ' restrictions department health confirmed 58 people diagnosed covid 19 ireland died 17 lab related brings,fight stigma coronaviru updat 59 death 229 case ' medic evid ' end restrict depart health ha confirm 58 peopl diagnos covid 19 ireland die 17 lab relat bring,1
1255346335957618690,"For sale Foreign used LEXUS RX350 with Original Duty 2016/17 going for just 17m 
📞08034534834
#Capital__Cars 
.
.
.
.
#Stayhome #staysafe #covid #covid19 #IsReal @ Abuja, Nigeria https://t.co/FqiJiPcyBu",0.125,for sale foreign used lexus rx350 with original duty 2016 17 going for just 17m  08034534834  capital  cars  stayhome  staysafe  covid  covid19  isreal   abuja nigeria,202,"{'Stayhome', 'staysafe', 'IsReal', 'covid19', 'Capital__Cars', 'covid'}",6,29,0,foreign used lexus rx350 original duty 2016 17 going 17m 08034534834 capital cars stayhome staysafe covid covid19 isreal abuja nigeria,sale foreign use lexu rx350 origin duti 2016 17 go 17m 08034534834 capit car stayhom staysaf covid covid 19 isreal abuja nigeria,1
1255347150415974401,Shooter’s bounce or lucky bounce? #tbt #theShotBeforeTheShot #covid19 #level3 #MissingTheSport @ Northcote College https://t.co/DA2lMsQHZY,0.3333333333333333,shooter s bounce or lucky bounce   tbt  theshotbeforetheshot  covid19  level3  missingthesport   northcote college,138,"{'tbt', 'MissingTheSport', 'level3', 'covid19', 'theShotBeforeTheShot'}",5,14,0,shooter bounce lucky bounce tbt theshotbeforetheshot covid19 level3 missingthesport northcote college,shooter bounc lucki bounc tbt theshotbeforetheshot covid 19 level 3 missingthesport northcot colleg,1
1255348787909967872,"Made this delicious green salad tossed in balsamic &amp; avo oil, adorned with steak, shredded beets, pea shoots, avocado, &amp; garlic sprouts 🌱•
•
•
•
•
#foodie #food #gourmet #healthyfood #covid_19 #coronavirus… https://t.co/nPkB7bDPdv",0.4,made this delicious green salad tossed in balsamic   avo oil adorned with steak shredded beets pea shoots avocado   garlic sprouts             foodie  food  gourmet  healthyfood  covid 19  coronavirus ,238,"{'healthyfood', 'food', 'covid_19', 'coronavirus…', 'gourmet', 'foodie'}",6,34,0,made delicious green salad tossed balsamic avo oil adorned steak shredded beets pea shoots avocado garlic sprouts foodie food gourmet healthyfood covid 19 coronavirus,made thi delici green salad toss balsam avo oil adorn steak shred beet pea shoot avocado garlic sprout foodi food gourmet healthyfood covid 19 coronaviru,1
1255349178399670276,Something to take your mind off #covid-19 #epicfall #sidewalk #groceries #traderjoes #crossingroad #witnesses #embarassing #photooftheday #instafall #clumsy #jaywalking traderjoes #employee on break #totherescue @… https://t.co/gQtTEzH0UJ,-0.3,something to take your mind off  covid 19  epicfall  sidewalk  groceries  traderjoes  crossingroad  witnesses  embarassing  photooftheday  instafall  clumsy  jaywalking traderjoes  employee on break  totherescue   ,238,"{'photooftheday', 'clumsy', 'crossingroad', 'covid-19', 'witnesses', 'employee', 'totherescue', 'groceries', 'sidewalk', 'traderjoes', 'embarassing', 'epicfall', 'instafall', 'jaywalking'}",14,25,0,something mind covid 19 epicfall sidewalk groceries traderjoes crossingroad witnesses embarassing photooftheday instafall clumsy jaywalking traderjoes employee break totherescue,someth take mind covid 19 epicfal sidewalk groceri traderjo crossingroad wit embarass photooftheday instafal clumsi jaywalk traderjo employe break totherescu,-1
1255349297027190784,Small but significant steps. India fights Corona @ Cherry County https://t.co/bRxspeeng5,0.0625,small but significant steps india fights corona   cherry county,88,set(),0,11,0,small significant steps india fights corona cherry county,small signific step india fight corona cherri counti,1
1255349734623064064,"POST-COVID LIFE... slowly but surely Friday 1st May the City of Life will start getting back to life. Quite refreshing and something to genuinely, excitedly and positively  look forward… https://t.co/iSJlHowr4c",0.2170454545454545,post covid life slowly but surely friday 1st may the city of life will start getting back to life quite refreshing and something to genuinely excitedly and positively look forward ,210,set(),0,30,0,post covid life slowly surely friday 1st may city life start getting back life quite refreshing something genuinely excitedly positively look forward,post covid life slowli sure friday 1st may citi life start get back life quit refresh someth genuin excitedli posit look forward,1
1255349789505605633,"#thingsthatmakeyougohmmm  🤔.... makes me feel good about what @walkthetalkus has accomplished with so little.
.
#walkthetalkamerica #worldhealthorganization #billgates #netflix #coronavirus #thereisfuckeryafoot @… https://t.co/DNPzTHQxHt",0.2375, thingsthatmakeyougohmmm   makes me feel good about what  walkthetalkus has accomplished with so little  walkthetalkamerica  worldhealthorganization  billgates  netflix  coronavirus  thereisfuckeryafoot   ,237,"{'thingsthatmakeyougohmmm', 'thereisfuckeryafoot', 'billgates', 'walkthetalkamerica', 'netflix', 'coronavirus', 'worldhealthorganization'}",7,23,0,thingsthatmakeyougohmmm makes feel good walkthetalkus accomplished little walkthetalkamerica worldhealthorganization billgates netflix coronavirus thereisfuckeryafoot,thingsthatmakeyougohmmm make feel good walkthetalku ha accomplish littl walkthetalkamerica worldhealthorgan billgat netflix coronaviru thereisfuckeryafoot,1
1255350169937293312,"📚Day 25 of RONA Elementary - Off day for the Day Parade 😫, instead pediatrician appointment📚
.
.
.
#homeschool #quarantine #school #kindergarten #extendedspringbreak #coronavirus #covid19 #stayhome #stayhomeworksafe… https://t.co/YV6Retot34",0.024999999999999998, day 25 of rona elementary off day for the day parade   instead pediatrician appointment   homeschool  quarantine  school  kindergarten  extendedspringbreak  coronavirus  covid19  stayhome  stayhomeworksafe ,240,"{'extendedspringbreak', 'stayhomeworksafe…', 'stayhome', 'homeschool', 'quarantine', 'kindergarten', 'covid19', 'school', 'coronavirus'}",9,29,-1,day 25 rona elementary day day parade instead pediatrician appointment homeschool quarantine school kindergarten extendedspringbreak coronavirus covid19 stayhome stayhomeworksafe,day 25 rona elementari day day parad instead pediatrician appoint homeschool quarantin school kindergarten extendedspringbreak coronaviru covid 19 stayhom stayhomeworksaf,1
1255350232428294145,https://t.co/q1bIRB22rA We'll be updating this story throughout the day Tuesday with the latest local news on the coronavirus pandemic. If you'd like to go through a roundup of https://t.co/0nh3Y5LQkh #atx #austin #all512,0.25,we'll be updating this story throughout the day tuesday with the latest local news on the coronavirus pandemic if you'd like to go through a roundup of  atx  austin  all512,221,"{'all512', 'austin', 'atx'}",3,32,0,'ll updating story throughout day tuesday latest local news coronavirus pandemic 'd like go roundup atx austin all512,we'll updat thi stori throughout day tuesday latest local news coronaviru pandem like go roundup atx austin 512,1
1255350673673277440,"You will not stop us COVID-19. Today, tomorrow, or next year, we will be back. We will return safely, with competence, and profound attentative to the health and happiness of our clients. We will rise like a Pheonix.… https://t.co/nbrKj08gJQ",0.25666666666666665,you will not stop us covid 19 today tomorrow or next year we will be back we will return safely with competence and profound attentative to the health and happiness of our clients we will rise like a pheonix ,241,set(),0,39,0,stop us covid 19 today tomorrow next year back return safely competence profound attentative health happiness clients rise like pheonix,stop us covid 19 today tomorrow next year back return safe compet profound attent health happi client rise like pheonix,1
1255350849011945473,"📚Day 26 of RONA Elementary - Future R.L. Stine 📚
.
.
.
#homeschool #quarantine #school #kindergarten #extendedspringbreak #coronavirus #covid19 #stayhome #stayhomeworksafe #learn #read #satx #instasatx #igsanantonio… https://t.co/ZtwFtvtOzb",0.15, day 26 of rona elementary future rl stine    homeschool  quarantine  school  kindergarten  extendedspringbreak  coronavirus  covid19  stayhome  stayhomeworksafe  learn  read  satx  instasatx  igsanantonio ,240,"{'igsanantonio…', 'extendedspringbreak', 'stayhome', 'satx', 'homeschool', 'instasatx', 'quarantine', 'kindergarten', 'stayhomeworksafe', 'covid19', 'learn', 'read', 'school', 'coronavirus'}",14,28,0,day 26 rona elementary future rl stine homeschool quarantine school kindergarten extendedspringbreak coronavirus covid19 stayhome stayhomeworksafe learn read satx instasatx igsanantonio,day 26 rona elementari futur rl stine homeschool quarantin school kindergarten extendedspringbreak coronaviru covid 19 stayhom stayhomeworksaf learn read satx instasatx igsanantonio,1
1255351254898872322,"my mama, Victoria is on this because she got Covid as a nurse..she's ok now &amp; i didn't catch it. #nycnurse #mama #nursesrock #nursesofinstagram 
#westiesofinstagram #coronavirus #survivor 😍
@GypsyRN212 @… https://t.co/aIHF2eL7Mx",0.5,my mama victoria is on this because she got covid as a nurseshe's ok now   i didn't catch it  nycnurse  mama  nursesrock  nursesofinstagram  westiesofinstagram  coronavirus  survivor    gypsyrn212   ,232,"{'nursesofinstagram', 'survivor', 'westiesofinstagram', 'mama', 'nursesrock', 'nycnurse', 'coronavirus'}",7,31,1,mama victoria got covid nurseshe 's ok n't catch nycnurse mama nursesrock nursesofinstagram westiesofinstagram coronavirus survivor gypsyrn212,mama victoria thi becaus got covid nurseshe' ok catch nycnurs mama nursesrock nursesofinstagram westiesofinstagram coronaviru survivor gypsyrn 212,1
1255351552283496448,A famous comedian has recently mocked the Lord by saying that the only thing that was resurrected on Easter Sunday was the Corona virus. I hope he repents before he faces the Lord or else I think his judgement… https://t.co/AqIyAbPxn1,0.16666666666666666,a famous comedian has recently mocked the lord by saying that the only thing that was resurrected on easter sunday was the corona virus i hope he repents before he faces the lord or else i think his judgement ,234,set(),0,40,0,famous comedian recently mocked lord saying thing resurrected easter sunday corona virus hope repents faces lord else think judgement,famou comedian ha recent mock lord say onli thing wa resurrect easter sunday wa corona viru hope repent befor face lord els think hi judgement,1
1255351643266338816,"#Truth #WhileYouPutOnMasks @freedomsfaction
A new report from the Institute for Policy Studies found that, while tens of millions of #Americans have #lost their #jobs during the #coronavirus pandemic, #America’s… https://t.co/1kGCXoZCG9",0.13636363636363635, truth  whileyouputonmasks  freedomsfaction a new report from the institute for policy studies found that while tens of millions of  americans have  lost their  jobs during the  coronavirus pandemic  america s ,236,"{'lost', 'America’s…', 'jobs', 'WhileYouPutOnMasks', 'Americans', 'Truth', 'coronavirus'}",7,30,0,truth whileyouputonmasks freedomsfaction new report institute policy studies found tens millions americans lost jobs coronavirus pandemic america,truth whileyouputonmask freedomsfact new report institut polici studi found ten million american lost job dure coronaviru pandem america,1
1255351652099534848,"MOST RECENT COVID-19 UPDATE FROM THE TOWN OF PROVINCETOWN (4/28/2020) 

Select Board Approve Order to Requiring Wearing of Masks

The Provincetown Select Board implemented an Emergency Nuisance Order requiring
the… https://t.co/0eU73epqhI",0.25,most recent covid 19 update from the town of provincetown  4 28 2020  select board approve order to requiring wearing of masks the provincetown select board implemented an emergency nuisance order requiring the ,238,set(),0,31,0,recent covid 19 update town provincetown 4 28 2020 select board approve order requiring wearing masks provincetown select board implemented emergency nuisance order requiring,recent covid 19 updat town provincetown 4 28 2020 select board approv order requir wear mask provincetown select board implement emerg nuisanc order requir,1
1255352873782837248,How tackling HIV taught San Francisco to cope with coronavirus: San Francisco has escaped the worst of the coronavirus. Does its experience with HIV help us understand why?  View article... https://t.co/Kz0FOPoiNV,-1.0,how tackling hiv taught san francisco to cope with coronavirus  san francisco has escaped the worst of the coronavirus does its experience with hiv help us understand why  view article,213,set(),0,31,0,tackling hiv taught san francisco cope coronavirus san francisco escaped worst coronavirus experience hiv help us understand view article,tackl hiv taught san francisco cope coronaviru san francisco ha escap worst coronaviru doe experi hiv help us understand whi view articl,-1
1255352886562893826,"#Truth #Covid19 #Coronavirus #Racism #China 
knowledge_hoarder
Damnnnnnnn 😠 this is why they are retaliating in #africa ...... A little message to all the covidiots #watching this, perpetuating your covidiotation,… https://t.co/AfCnJNbPNn",-0.1875, truth  covid19  coronavirus  racism  china knowledge hoarder damnnnnnnn   this is why they are retaliating in  africa a little message to all the covidiots  watching this perpetuating your covidiotation ,238,"{'watching', 'China', 'africa', 'Coronavirus', 'Racism', 'Truth', 'Covid19'}",7,30,-1,truth covid19 coronavirus racism china knowledge hoarder damnnnnnnn retaliating africa little message covidiots watching perpetuating covidiotation,truth covid 19 coronaviru racism china knowledg hoarder damnnn thi whi retali africa littl messag covidiot watch thi perpetu covidiot,-1
1255352940216365057,"A Baduy woman carries food supplies at Kanekes village which is closed for visitors amid the spread of the coronavirus disease (COVID-19) in Lebak, Banten, Indonesia, April 28, 2020. REUTERS/Willy Kurniawan @ Kanekes https://t.co/xPnxVrRe4M",-0.1,a baduy woman carries food supplies at kanekes village which is closed for visitors amid the spread of the coronavirus disease  covid 19  in lebak banten indonesia april 28 2020 reuters willy kurniawan   kanekes,240,set(),0,34,0,baduy woman carries food supplies kanekes village closed visitors amid spread coronavirus disease covid 19 lebak banten indonesia april 28 2020 reuters willy kurniawan kanekes,baduy woman carri food suppli kanek villag close visitor amid spread coronaviru diseas covid 19 lebak banten indonesia april 28 2020 reuter willi kurniawan kanek,-1
1255352950584680449,"“Can’t be afraid to live this out...
We got this far, don’t know how! 🎶”
😷🦠✌🏻❤️
.
#COVID_19 #Coronavirus #Pandemic #BakoLife #Quarantine #QuarantineLife #CaliLove #Pano #California #CaliQuarantine #StaySafe… https://t.co/1sv8rXtlGx",-0.11287878787878787, can t be afraid to live this out we got this far don t know how             covid 19  coronavirus  pandemic  bakolife  quarantine  quarantinelife  calilove  pano  california  caliquarantine  staysafe ,231,"{'BakoLife', 'StaySafe…', 'California', 'Pano', 'Pandemic', 'Coronavirus', 'QuarantineLife', 'Quarantine', 'CaliQuarantine', 'COVID_19', 'CaliLove'}",11,29,-1,afraid live got far know covid 19 coronavirus pandemic bakolife quarantine quarantinelife calilove pano california caliquarantine staysafe,afraid live thi got thi far know covid 19 coronaviru pandem bakolif quarantin quarantinelif calilov pano california caliquarantin staysaf,-1
1255353490488152067,"statefortyeight clothing company stays upbeat amid Covid-19 pandemic.
😷👕📈
The growing need for protective wear led the company to produce non-medical face masks to help support the community.  A free branded mask is… https://t.co/9VaBW5Fui8",0.4,statefortyeight clothing company stays upbeat amid covid 19 pandemic     the growing need for protective wear led the company to produce non medical face masks to help support the community a free branded mask is ,240,set(),0,34,-1,statefortyeight clothing company stays upbeat amid covid 19 pandemic growing need protective wear led company produce medical masks help support community free branded mask,statefortyeight cloth compani stay upbeat amid covid 19 pandem grow need protect wear led compani produc non medic face mask help support commun free brand mask,1
1255353502974476288,https://t.co/j63MD34Bku The Human Rights Campaign Foundation (HRC) recently revealed the results of a study that highlighted the economic risks to LGBTQ people from the expected economic fallout due to the coronavirus. OSO TAX SERVICE https://t.co/4WPS8CgIEx,0.029166666666666674,the human rights campaign foundation  hrc  recently revealed the results of a study that highlighted the economic risks to lgbtq people from the expected economic fallout due to the coronavirus oso tax service,258,set(),0,35,0,human rights campaign foundation hrc recently revealed results study highlighted economic risks lgbtq people expected economic fallout due coronavirus oso tax service,human right campaign foundat hrc recent reveal result studi highlight econom risk lgbtq peopl expect econom fallout due coronaviru oso tax servic,1
1255354343806636032,"The Coronavirus has most of the world locked out of their gyms. This begs one serious question: do you even need a gym? The answer is no.

If you need friends, social exposure, hot tub, protein drinks, etc. then yes,… https://t.co/P5IlLNZM4m",0.1125,the coronavirus has most of the world locked out of their gyms this begs one serious question  do you even need a gym  the answer is no if you need friends social exposure hot tub protein drinks etc then yes ,241,set(),0,41,0,coronavirus world locked gyms begs serious question even need gym answer need friends social exposure hot tub protein drinks etc yes,coronaviru ha world lock gym thi beg one seriou question even need gym answer need friend social exposur hot tub protein drink etc ye,1
1255355184231874563,"📚Day 27 of RONA Elementary - 5 Food Groups 📚
.
.
.
#homeschool #quarantine #school #kindergarten #extendedspringbreak #coronavirus #covid19 #stayhome #stayhomeworksafe #learn #read #satx #instasatx #igsanantonio… https://t.co/rR94WozMw5",0.3, day 27 of rona elementary 5 food groups    homeschool  quarantine  school  kindergarten  extendedspringbreak  coronavirus  covid19  stayhome  stayhomeworksafe  learn  read  satx  instasatx  igsanantonio ,236,"{'igsanantonio…', 'extendedspringbreak', 'stayhome', 'satx', 'homeschool', 'instasatx', 'quarantine', 'kindergarten', 'stayhomeworksafe', 'covid19', 'learn', 'read', 'school', 'coronavirus'}",14,28,0,day 27 rona elementary 5 food groups homeschool quarantine school kindergarten extendedspringbreak coronavirus covid19 stayhome stayhomeworksafe learn read satx instasatx igsanantonio,day 27 rona elementari 5 food group homeschool quarantin school kindergarten extendedspringbreak coronaviru covid 19 stayhom stayhomeworksaf learn read satx instasatx igsanantonio,1
1255355479720710147,"20 In the ’20s: Things You Must Know In Your Twenties..pt1 #stayathome#covid19#

————————————
☘️☘️☘️☘️☘️☘️☘️☘️☘️☘️☘️
_____________________________________
🌼if you haven’t clicked the link to watch then you’re missing… https://t.co/hV9MGgKxdO",-0.2,20 in the  20s  things you must know in your twentiespt1  stayathome covid19                                                                             if you haven t clicked the link to watch then you re missing ,241,{'stayathome#covid19#'},1,27,0,20 20s things must know twentiespt1 stayathome covid19 clicked link watch missing,20 20 thing must know twentiespt 1 stayathom covid 19 click link watch miss,-1
